"Data Source","Health Nutrition and Population Statistics",

"Last Updated Date","2026-02-02",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"IDA & IBRD total","IBT","Population ages 60-64, male","SP.POP.6064.MA","25355589","25786889","26380537","27131523","27946829","28746951","29536595","30327962","31055305","31806153","32573749","33269659","33968832","34746449","35549517","36235054","36723742","37070079","37424196","37876590","38549859","39568485","40834726","42242936","43799522","45429281","47051016","48794695","50645156","52348620","53841684","55190973","56401932","57461703","58357839","59308707","60533538","61980698","63448131","64716459","65747902","66540746","66925323","66969910","67257965","68016314","69443946","71848264","75078871","79070256","83829119","88672533","93670480","98758676","103436520","107673643","111358700","114672192","117451244","118877915","119063923","118867172","120258702","125192324","131983148",
"IDA total","IDA","Population ages 60-64, male","SP.POP.6064.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Population ages 60-64, male","SP.POP.6064.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Population ages 60-64, male","SP.POP.6064.MA","813614","858533","905206","952555","999078","1034912","1064354","1098707","1135407","1174148","1216000","1260306","1302877","1340721","1372907","1398763","1418832","1435853","1453593","1475512","1504768","1543271","1591503","1649191","1715727","1790199","1870816","1954974","2039934","2123175","2202552","2277151","2347906","2417096","2486506","2557271","2629445","2701151","2769017","2829161","2879251","2918584","2948288","2970503","2986176","3000542","3021572","3046461","3075477","3107467","3158859","3245642","3365838","3519434","3708267","3917399","4127142","4339199","4552653","4766388","4964363","5138515","5326644","5533669","5734472",
"IDA only","IDX","Population ages 60-64, male","SP.POP.6064.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Population ages 60-64, male","SP.POP.6064.MA","1460","1496","1555","1619","1682","1730","1774","1827","1882","1926","1966","1990","1990","1989","1989","1972","1930","1863","1783","1716","1696","1714","1757","1811","1830","1808","1763","1709","1680","1668","1665","1672","1667","1662","1677","1704","1749","1808","1862","1916","1963","1979","2004","2060","2119","2201","2358","2568","2744","2847","2913","2882","2765","2691","2662","2638","2624","2643","2679","2728","2792","2852","2933","3025","3106",
"India","IND","Population ages 60-64, male","SP.POP.6064.MA","5195122","5335950","5419792","5477094","5557540","5672182","5816868","6001793","6207202","6395341","6558814","6695522","6802030","6896555","7004824","7137358","7287748","7458887","7641859","7826831","8010694","8189550","8364145","8540075","8725105","8920320","9125470","9342254","9566165","9788183","10005628","10217233","10421472","10623119","10828039","11037229","11258929","11501875","11751398","11983107","12192990","12386907","12569354","12765281","13008534","13310862","13669113","14068036","14513843","15204073","16143068","17147118","18214166","19329033","20303305","21104277","21869587","22594382","23257654","23856378","24391302","24812283","25280408","25884769","26519323",
"Not classified","INX","Population ages 60-64, male","SP.POP.6064.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Population ages 60-64, male","SP.POP.6064.MA","62972","63853","64043","64173","63898","62899","62416","63030","63820","64905","66506","68550","70867","72700","73611","73504","72563","70764","68757","67915","67855","68153","69034","69828","69668","68459","67174","66215","65367","65022","65194","65743","66530","67374","67812","68168","69129","70257","71389","73118","74919","76417","78499","81384","84446","87777","92125","97181","101765","105362","107817","109287","110456","111805","113447","115648","118564","121227","124039","127265","130333","133633","137699","141930","145623",
"Iran, Islamic Rep.","IRN","Population ages 60-64, male","SP.POP.6064.MA","219641","226799","236460","247435","257728","266425","273596","279098","283364","287417","291734","296222","301104","306380","311831","317971","324257","330074","337183","348907","365901","393187","426688","457852","485609","508353","526217","538203","546316","555607","568598","584287","601348","615061","628430","645035","662147","679397","695910","710608","723573","735308","746408","758733","775563","798759","828055","863812","905922","967768","1048588","1132248","1215334","1292093","1345421","1378782","1409662","1440051","1480012","1533690","1590199","1649904","1714615","1773613","1822931",
"Iraq","IRQ","Population ages 60-64, male","SP.POP.6064.MA","83459","86992","90791","94717","98524","102129","105578","108865","111901","114583","116981","119039","120705","122218","123724","125217","126882","129034","131338","132982","133830","133732","132693","131604","131018","129977","129422","129718","129707","130427","129746","129467","132641","138909","145363","149836","154083","158058","162217","167096","172683","178533","185202","192271","199240","206433","208466","205723","209466","217825","225259","235671","253572","274804","293196","306476","314441","312972","303640","298007","298565","306476","334679","379229","422458",
"Iceland","ISL","Population ages 60-64, male","SP.POP.6064.MA","3036","3055","3073","3123","3231","3325","3423","3503","3506","3517","3543","3553","3600","3686","3726","3755","3803","3860","3919","3964","4059","4212","4329","4421","4533","4621","4643","4707","4810","4893","5005","5131","5196","5170","5120","5025","4878","4780","4754","4763","4779","4841","5006","5253","5560","5994","6484","6903","7256","7562","7879","8135","8317","8557","8795","8949","9202","9580","9861","10122","10415","10573","10622","10558","10476",
"Israel","ISR","Population ages 60-64, male","SP.POP.6064.MA","35279","37817","40291","42087","44159","46363","48542","52043","54712","57623","60564","62706","63589","64646","64649","63628","62008","60166","58460","57505","58481","61373","65429","69454","71332","71061","69410","68013","67155","66845","69210","74655","77426","79320","81047","82628","85096","88591","91955","95372","97809","98577","96874","94269","94027","97557","106346","120456","134684","146572","156203","162938","165702","168488","172187","174423","175181","175489","176004","177545","179590","181157","182783","186647","188105",
"Italy","ITA","Population ages 60-64, male","SP.POP.6064.MA","978937","1018794","1052929","1083536","1115860","1148151","1179308","1213517","1254351","1297449","1335549","1366881","1388350","1401905","1403677","1388758","1341043","1246693","1123755","1020166","1000939","1059017","1164821","1295935","1413872","1465279","1476547","1486576","1491153","1505933","1521778","1541501","1553047","1553238","1546555","1545559","1547184","1545985","1564809","1596739","1624407","1646628","1652359","1631983","1597498","1570887","1572554","1620345","1692231","1757991","1807437","1826253","1809379","1781006","1759941","1756808","1774247","1796674","1833327","1865848","1910096","1944405","1992320","2058485","2124299",
"Jamaica","JAM","Population ages 60-64, male","SP.POP.6064.MA","19194","20530","22177","23828","25066","25760","25877","25383","24646","24228","24331","24991","26220","27622","28633","29038","28882","28197","27226","26334","25671","25229","24984","24841","24732","24673","24624","24552","24554","24767","25173","25855","26803","27754","28380","28591","28429","27919","27417","27420","28086","29283","30906","32710","34373","35693","36595","37018","36929","36137","35413","35437","35812","36636","38338","40414","42462","44956","47863","50715","53468","55861","57702","59325","60926",
"Jordan","JOR","Population ages 60-64, male","SP.POP.6064.MA","9343","9395","9423","9465","9584","9835","10235","10776","11392","11963","12389","12640","12734","12726","12696","12697","12753","12887","13108","13406","13796","14282","14860","15530","16292","17158","18134","19215","20421","21806","24339","27249","29643","32260","34933","37549","40073","42471","44734","46844","48678","50161","51376","52487","53726","55208","59290","63803","66637","69771","73313","77599","81535","85404","89599","96210","103379","108686","114823","121861","129506","137776","147027","157435","167931",
"Japan","JPN","Population ages 60-64, male","SP.POP.6064.MA","1422585","1475996","1519343","1550455","1571916","1573322","1579415","1607185","1645520","1692292","1740226","1798845","1827855","1857393","1881229","1900456","1905709","1894056","1867653","1870669","1899493","1932122","2003960","2129914","2283857","2467361","2680603","2877232","3039347","3160465","3246570","3327034","3411887","3486004","3554587","3628025","3692937","3730540","3730586","3749228","3833596","3954562","4087498","4253987","4315536","4191334","4186288","4391085","4622204","4859204","5130271","5194698","5003705","4733158","4468313","4256387","4076715","3917129","3814861","3787461","3767728","3749642","3768566","3794556","3823838",
"Kazakhstan","KAZ","Population ages 60-64, male","SP.POP.6064.MA","103070","104576","106722","109504","112794","116454","120338","124314","128415","132507","136311","140151","144364","148063","149735","149153","144665","136217","126691","126786","129371","125849","124825","126589","131413","139962","156121","180915","210281","234137","246427","249278","242459","228874","214230","206014","209167","222367","239838","256083","264784","260130","241773","212615","179714","152636","139305","142416","159078","184843","213113","236269","252354","264622","276528","289102","302810","318943","339072","361710","382808","397473","406876","414307","418992",
"Kenya","KEN","Population ages 60-64, male","SP.POP.6064.MA","60151","61284","62709","64122","65450","66822","68143","69456","71101","73306","75883","78510","81559","85150","88541","91583","94555","97403","100052","102666","105471","108407","111285","114085","116904","119794","122571","125097","127655","130612","133889","136989","139737","142196","144311","145845","146806","147241","147092","147075","147994","150352","154251","159751","167272","177019","188748","202181","217615","234715","245147","249537","255331","262106","270190","286784","309501","332334","359005","385841","407843","428121","450543","473996","497450",
"Kyrgyz Republic","KGZ","Population ages 60-64, male","SP.POP.6064.MA","27596","27816","28051","28338","28538","28581","28518","28239","27912","27733","27668","27881","28498","29162","29435","29147","28316","26946","25418","24426","24368","25077","26395","28478","31671","35768","40688","46567","52574","57849","61211","62181","60909","57815","54147","51780","51315","51771","52544","53665","54451","53722","50887","45870","39539","33799","30807","31263","34802","40982","49583","58945","68004","76575","84384","91453","96871","100240","104215","108619","111500","113387","116190","120057","123399",
"Cambodia","KHM","Population ages 60-64, male","SP.POP.6064.MA","48276","49543","50847","52148","53434","54732","56045","57361","58697","60079","60518","60315","60559","60901","61190","58795","54120","49831","45377","43517","43924","44151","44717","45495","46240","46828","47644","48643","49406","50162","51196","52262","53969","56078","60405","67300","74494","82235","86983","88956","91656","94480","97292","100132","103095","106342","110541","115764","121431","127838","135010","142383","149518","156112","162141","167918","174305","182347","192296","204421","218441","233488","248725","262748","274218",
"Kiribati","KIR","Population ages 60-64, male","SP.POP.6064.MA","506","525","542","554","559","563","561","552","543","534","529","536","561","594","609","598","579","565","565","571","577","584","591","593","594","595","601","614","636","667","706","742","762","767","753","723","692","665","650","661","691","731","777","820","849","869","880","885","897","921","944","970","1003","1030","1048","1060","1084","1123","1174","1244","1334","1433","1543","1659","1765",
"St. Kitts and Nevis","KNA","Population ages 60-64, male","SP.POP.6064.MA","540","564","588","610","634","659","684","704","715","717","720","728","737","747","755","759","759","752","735","716","698","674","648","632","616","599","586","573","556","537","511","486","468","457","450","448","449","450","452","455","461","471","482","497","514","528","541","560","585","614","650","699","771","859","949","1032","1111","1175","1216","1253","1287","1295","1295","1305","1316",
"Korea, Rep.","KOR","Population ages 60-64, male","SP.POP.6064.MA","235446","236219","235246","234436","235770","240842","248184","258247","274760","295180","312074","320037","322234","321359","318986","321652","334374","350790","361399","367653","376565","388875","403457","421936","438188","444670","448725","455337","461056","469723","483990","504588","537454","576259","616416","664898","715631","759612","798993","832548","854581","878530","910111","928364","927231","923107","931316","956722","1001167","1045522","1083598","1122305","1162446","1202741","1254635","1342048","1457611","1563545","1670254","1780961","1880635","1975427","2042361","2079208","2085061",
"Kuwait","KWT","Population ages 60-64, male","SP.POP.6064.MA","2684","2889","3049","3162","3257","3342","3403","3431","3487","3655","3965","4409","4993","5670","6338","6956","7348","7497","7625","7826","8168","8600","9078","9597","10250","10981","12274","14331","16658","19240","16148","14637","18663","17744","13418","10790","11094","12218","13110","13730","14122","14413","14753","15242","15898","16842","18049","19326","20634","22042","23716","26991","32483","39049","46525","55098","65316","76903","89602","101077","107108","82829","64768","78192","84697",
"Latin America & Caribbean (excluding high income)","LAC","Population ages 60-64, male","SP.POP.6064.MA","1888690","1958150","2026896","2095083","2161843","2225837","2287894","2348984","2410210","2473758","2539657","2606956","2675161","2741528","2802959","2859671","2911594","2960214","3010924","3068755","3136302","3219363","3321290","3436673","3558639","3681430","3803539","3924843","4044936","4163068","4274820","4379605","4481524","4582142","4683643","4789807","4906544","5035443","5175876","5330349","5495282","5664585","5838828","6021299","6212371","6413917","6625523","6852736","7104600","7388225","7693328","8008814","8332552","8657167","8972281","9281769","9598292","9922052","10253887","10595876","10916219","11194377","11500211","11850835","12189174",
"Lao PDR","LAO","Population ages 60-64, male","SP.POP.6064.MA","19915","20571","21317","22080","22769","23384","23924","24381","24812","25301","25878","26540","27293","28099","28901","29651","30314","30895","31434","31981","32581","33236","33929","34648","35385","36135","36904","37693","38476","39215","39905","40550","41148","41728","42331","42957","43644","44392","45130","45783","46353","46886","47395","47957","48690","49723","51147","52800","54483","55904","57936","60858","63881","67114","70556","73993","77404","80944","84567","88137","91404","94529","97772","100962","104116",
"Lebanon","LBN","Population ages 60-64, male","SP.POP.6064.MA","22051","22385","22934","23614","24302","24977","25662","26277","26903","27674","28479","29496","30803","32004","32583","32311","30597","28190","26218","24892","24606","25273","26611","28571","30870","32968","35079","37029","38597","39984","41179","42254","43202","43885","44380","44782","45115","45377","45554","45621","45619","45608","45558","45723","46404","47588","49426","52055","55434","59513","65242","72491","80696","94353","109621","116005","115881","114677","112769","110216","110192","112822","115929","119757","123722",
"Liberia","LBR","Population ages 60-64, male","SP.POP.6064.MA","11591","11923","12283","12659","13035","13406","13770","14124","14478","14856","15267","15707","16179","16675","17163","17635","18089","18526","18966","19431","19921","20441","20996","21576","22145","22669","23149","23585","24011","24483","21396","18646","19750","20553","20500","20679","21280","23009","25493","26992","28065","28940","29717","29914","30171","31374","32863","34003","34601","34696","34831","35538","36467","37384","38570","39827","41044","42289","43574","44904","46250","47616","49098","50682","52274",
"Libya","LBY","Population ages 60-64, male","SP.POP.6064.MA","17543","17481","17379","17284","17192","17095","17140","17419","17841","18218","18493","18651","18670","18724","19036","19605","20326","21177","22195","23440","24900","26592","28369","30088","31852","33640","35373","37059","38712","40276","41776","43391","45190","47110","49098","51144","53252","55457","57797","60266","62104","62663","63197","63902","63397","60887","59396","58502","57515","58728","61621","63020","63480","64287","63794","62980","63275","65874","70970","78163","85943","93123","100349","107766","114004",
"St. Lucia","LCA","Population ages 60-64, male","SP.POP.6064.MA","795","802","814","829","843","860","893","941","989","1039","1071","1086","1099","1111","1120","1124","1127","1161","1226","1289","1316","1304","1287","1272","1258","1240","1219","1197","1230","1313","1387","1402","1367","1341","1325","1322","1333","1352","1470","1648","1768","1812","1809","1824","1865","1938","2054","2255","2484","2651","2726","2746","2784","2845","2938","3063","3212","3373","3543","3710","3873","4022","4177","4345","4508",
"Latin America & Caribbean","LCN","Population ages 60-64, male","SP.POP.6064.MA","2157177","2234971","2312262","2389220","2464641","2537138","2607662","2677221","2747053","2819752","2895991","2974836","3055254","3133814","3206471","3273233","3334138","3390826","3449669","3517049","3596618","3693501","3810538","3942762","4083360","4225841","4368946","4512455","4654230","4791412","4918318","5034436","5145025","5253407","5363577","5480096","5608868","5751304","5906254","6076051","6258068","6446780","6642418","6848646","7066160","7295458","7537486","7798036","8085529","8407096","8755223","9117611","9489137","9862026","10225125","10582522","10946580","11316379","11689006","12072260","12430150","12742055","13079315","13462057","13832134",
"Least developed countries: UN classification","LDC","Population ages 60-64, male","SP.POP.6064.MA","2298718","2368432","2446975","2529920","2612304","2691702","2767958","2841671","2915271","2989936","3062942","3115526","3169811","3245673","3324100","3403683","3484274","3565850","3651131","3738485","3816871","3886628","3960725","4036509","4112401","4190687","4270774","4355879","4443251","4534011","4624261","4716604","4819610","4929708","5030798","5128463","5235880","5350720","5471304","5594457","5724748","5862991","6011640","6172935","6346625","6535396","6736129","6938422","7118133","7280668","7457988","7660026","7888157","8159561","8464949","8774468","9084949","9404054","9728405","10049037","10356414","10645751","10955040","11297708","11647045",
"Low income","LIC","Population ages 60-64, male","SP.POP.6064.MA","1023683","1045651","1069583","1094663","1120482","1146732","1172823","1199058","1226652","1256673","1290123","1325992","1362111","1397935","1433422","1468443","1502220","1536276","1576236","1621490","1661261","1688366","1717438","1753982","1790232","1825961","1861720","1899330","1935055","1972332","2010770","2047680","2096637","2158848","2215218","2273893","2347312","2425818","2507119","2587609","2662217","2734140","2807188","2879612","2951402","3028150","3113947","3202766","3283264","3354630","3434310","3504752","3561108","3639192","3747177","3870133","4018422","4203258","4400743","4581790","4740001","4888134","5029924","5180445","5357516",
"Liechtenstein","LIE","Population ages 60-64, male","SP.POP.6064.MA","299","303","309","326","336","337","346","356","367","377","390","403","416","440","458","449","426","403","389","395","405","438","481","501","508","511","497","473","453","442","445","459","475","495","515","524","531","562","585","605","656","714","769","842","918","964","1007","1056","1094","1127","1158","1187","1195","1190","1188","1184","1183","1211","1247","1274","1328","1374","1412","1461","1513",
"Sri Lanka","LKA","Population ages 60-64, male","SP.POP.6064.MA","108500","111562","115495","120013","124531","128858","133020","136937","140794","144976","149571","154488","159775","165290","170722","176000","181150","186112","191010","196104","201446","206867","212096","216884","221106","225130","229276","233121","236345","238652","239792","240523","241417","242191","243118","245188","248486","252392","256670","261217","266494","272971","280653","290097","301782","315861","332657","351702","371719","391065","408618","423980","437167","431652","439921","447283","455949","466002","477033","487112","496737","507816","512207","511044","509269",
"Lower middle income","LMC","Population ages 60-64, male","SP.POP.6064.MA","9114541","9374231","9587749","9777399","9982707","10210688","10457852","10734937","11028970","11314522","11586740","11820812","12035082","12265856","12509550","12774687","13056563","13359310","13679221","14008293","14332654","14661640","15006578","15357092","15723428","16106349","16505080","16924500","17356062","17785305","18222218","18638472","19052732","19465857","19866267","20256201","20646407","21053759","21462182","21844990","22214100","22577107","22932066","23321908","23799046","24384701","25075403","25850833","26687048","27775558","29156629","30634567","32213557","33912627","35565392","37070155","38544071","39986969","41359998","42644898","43825915","44833384","45900449","47153192","48424180",
"Low & middle income","LMY","Population ages 60-64, male","SP.POP.6064.MA","22983177","23342882","23853011","24469367","25129484","25783636","26427333","27058610","27665005","28314621","28983416","29591749","30206069","30919809","31685671","32415476","33084770","33712648","34302124","34900360","35642598","36572178","37623098","38777971","40070387","41392446","42634684","43938582","45343728","46674256","47926437","49169153","50423849","51678466","52877770","54053809","55352212","56715841","57971211","59001983","59933401","60805144","61507732","62072864","62879989","64019326","65532754","67689378","70455123","73828605","77974482","82377572","87058425","91892549","96390328","100471991","104007856","107216899","109901347","111246440","111379433","111160779","112566860","117545302","124429881",
"Lesotho","LSO","Population ages 60-64, male","SP.POP.6064.MA","6308","6427","6535","6643","6754","6874","7277","7692","7889","8176","8568","9074","9691","10399","11180","12008","12771","13434","14080","14709","15296","15822","16280","16684","17053","17410","17487","17548","17910","18335","18819","19364","19952","20545","21093","21539","21795","21881","21762","21353","20720","19951","19127","18280","17436","16641","15857","15192","14908","15099","15112","14850","14827","14915","14993","15464","16334","17135","17826","18390","18773","18924","18975","18985","18946",
"Late-demographic dividend","LTE","Population ages 60-64, male","SP.POP.6064.MA","12539717","12580694","12829231","13230717","13667740","14082645","14465593","14798481","15069802","15386162","15745461","16093364","16474387","16933909","17414606","17772698","17962032","18022674","18028776","18075946","18330211","18844630","19514271","20305626","21224765","22176975","23094474","24102429","25229352","26206763","27012124","27749500","28376284","28906517","29379873","29869100","30523064","31332227","32079683","32640902","33033887","33299484","33230523","32851097","32628854","32732351","33340657","34735079","36814475","39319245","42223780","45070033","47954271","50799274","53348977","55647069","57419995","58868771","59798119","59368553","57798928","56023279","55792977","58912732","63817052",
"Lithuania","LTU","Population ages 60-64, male","SP.POP.6064.MA","46079","47524","49191","51603","54729","57626","60783","66080","71761","73709","70993","66731","60831","54020","49940","48680","47018","44483","41916","40659","41691","44635","48903","54196","58496","61310","63661","67081","71373","75284","78903","81570","82511","81773","80331","79209","78853","78482","77843","77821","77533","77381","78119","77741","75110","72306","69423","66072","64529","65916","67949","69625","71622","72592","72613","72995","73964","75970","79763","84093","87866","91234","93529","93981","93513",
"Luxembourg","LUX","Population ages 60-64, male","SP.POP.6064.MA","7975","8356","8697","8899","9024","9125","9157","9219","9317","9344","9352","9332","9244","9156","9119","8978","8595","8074","7498","7040","6911","7005","7086","7288","7500","7615","7861","8367","8966","9563","10175","10570","10647","10527","10307","10025","9825","9809","9866","10031","10079","9948","10006","10188","10325","10444","10787","11254","11772","12316","12851","13245","13533","13941","14382","14844","15382","16018","16599","17201","17755","18379","19042","19889","20910",
"Latvia","LVA","Population ages 60-64, male","SP.POP.6064.MA","33690","35481","37897","41021","44426","47470","49764","51541","52096","51678","50777","49875","49222","48596","47801","46040","42765","38774","35877","34030","33319","34694","37194","39507","41398","43291","45201","48698","53405","55909","56208","60505","64400","62736","60165","57972","56848","56864","58085","60149","61266","61338","60343","57944","54862","51382","48060","46096","45977","47045","48690","50336","51311","51307","51119","51535","52270","53388","55242","56864","57863","58637","59199","59203","58180",
"Macao SAR, China","MAC","Population ages 60-64, male","SP.POP.6064.MA","1957","2119","2222","2318","2276","2176","2236","2370","2528","2711","2871","2854","2927","2997","3103","3133","3111","3088","3157","3378","3705","3903","3928","3952","3968","3927","3931","4061","4212","4329","4392","4544","4731","4796","4842","4911","4906","4862","4866","4885","4885","4873","4872","4941","5270","5957","7000","8275","9778","10882","11908","12847","13743","14776","16154","17784","19288","20144","21273","22037","22143","21557","21108","20914","20851",
"St. Martin (French part)","MAF","Population ages 60-64, male","SP.POP.6064.MA","34","35","38","41","43","46","48","49","49","51","56","60","65","71","76","75","73","69","65","66","69","74","82","94","108","121","135","151","167","183","194","198","203","214","224","232","244","253","259","283","318","349","385","423","456","485","510","538","567","595","624","660","706","757","810","840","839","845","897","946","919","891","893","900","917",
"Morocco","MAR","Population ages 60-64, male","SP.POP.6064.MA","109477","112793","117155","121619","125348","127329","127879","127337","126058","124356","122492","120626","118621","116913","116503","117799","120841","125258","130952","138181","146707","156554","167759","179995","193075","206715","221331","237048","252565","266537","278506","288624","296498","302591","308181","312304","314717","316873","318886","320069","320719","322069","324057","325626","326678","332443","344290","358918","377617","401565","429036","459261","492367","526745","561228","595928","627382","655326","684238","713113","734842","751243","766064","777181","786415",
"Monaco","MCO","Population ages 60-64, male","SP.POP.6064.MA","745","778","797","797","791","790","799","812","824","832","837","835","824","806","782","753","732","729","739","758","787","823","852","876","900","919","922","912","900","887","881","885","894","902","914","923","927","932","951","978","1009","1034","1048","1058","1075","1106","1145","1169","1180","1188","1196","1202","1201","1203","1210","1236","1269","1308","1362","1399","1413","1440","1460","1439","1406",
"Moldova","MDA","Population ages 60-64, male","SP.POP.6064.MA","22473","23735","25011","26255","27476","28674","29847","31074","32455","33996","35404","36600","37669","38353","38447","37966","37106","36229","35859","35832","36480","38253","40569","42826","44611","45844","46765","48277","50773","53317","55357","56668","56545","55135","53622","52819","52931","53428","54068","54011","53370","52682","51638","49594","46609","43083","39728","37935","39893","46545","55905","64971","72289","76390","77154","76429","75792","75823","76827","78033","79266","79421","77113","73036","68526",
"Madagascar","MDG","Population ages 60-64, male","SP.POP.6064.MA","52768","54501","56595","59023","61978","65280","68775","72566","76210","78963","80626","81216","80687","79519","78550","78197","78361","79008","80115","81614","83393","85515","88067","90829","93392","95614","97478","98915","100080","101290","102649","104162","105890","107708","109350","110692","111878","112968","113942","114791","115549","116227","116918","117915","119580","122169","125731","130271","136249","147205","162816","179075","195305","211004","222900","231095","239056","247259","255672","264240","272356","280017","287787","295668","303689",
"Maldives","MDV","Population ages 60-64, male","SP.POP.6064.MA","1117","1128","1134","1144","1161","1154","1120","1107","1132","1174","1212","1248","1282","1317","1357","1404","1454","1507","1551","1588","1638","1703","1781","1871","1970","2060","2143","2240","2358","2488","2587","2651","2716","2793","2874","2969","3075","3180","3280","3376","3441","3447","3405","3326","3229","3129","3033","2956","2922","2942","3005","3102","3233","3402","3639","3978","4421","4947","5514","6082","6615","7071","7454","7778","8026",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","Population ages 60-64, male","SP.POP.6064.MA","1653888","1707021","1766478","1828939","1892332","1952048","2002848","2046630","2087164","2129421","2176653","2225675","2275713","2329285","2382824","2440796","2501407","2557403","2614149","2680142","2757168","2845785","2946618","3055847","3163908","3265857","3364971","3462542","3559487","3661587","3776911","3889686","4014953","4140750","4256970","4364007","4468120","4570936","4668880","4762551","4852880","4942909","5039045","5146751","5274593","5435652","5635705","5862394","6095434","6330139","6564520","6834400","7131617","7463873","7812859","8168512","8514546","8833664","9129912","9443643","9770976","10034102","10383489","10820872","11237089",
"Mexico","MEX","Population ages 60-64, male","SP.POP.6064.MA","308229","320765","332036","342855","353260","362793","372399","382625","392786","402680","412369","421230","428790","435348","441755","448753","456652","465791","476661","488945","501969","519857","543897","570310","597587","624926","652128","679247","707449","737683","765691","789973","814804","841320","868681","897488","928509","960623","993493","1027308","1060847","1093873","1128192","1165076","1204015","1245620","1291204","1339277","1386909","1434769","1484601","1535270","1587567","1644359","1704193","1764943","1828684","1895690","1965114","2037899","2100084","2150251","2211595","2283810","2356150",
"Marshall Islands","MHL","Population ages 60-64, male","SP.POP.6064.MA","192","195","198","203","208","211","217","221","224","234","247","254","258","267","276","279","285","298","314","334","345","338","324","311","299","292","293","300","309","319","328","331","328","321","312","305","300","299","299","297","294","297","305","321","346","371","398","434","472","512","552","583","604","620","632","640","638","627","613","594","570","560","565","570","573",
"Middle income","MIC","Population ages 60-64, male","SP.POP.6064.MA","21959494","22297231","22783428","23374704","24009002","24636904","25254510","25859552","26438353","27057948","27693293","28265757","28843958","29521874","30252249","30947033","31582550","32176372","32725888","33278870","33981337","34883812","35905660","37023989","38280155","39566485","40772964","42039252","43408673","44701924","45915667","47121473","48327212","49519618","50662552","51779916","53004900","54290023","55464092","56414374","57271184","58071004","58700544","59193252","59928587","60991176","62418807","64486612","67171859","70473975","74540172","78872820","83497317","88253357","92643151","96601858","99989434","103013641","105500604","106664650","106639432","106272645","107536936","112364857","119072365",
"North Macedonia","MKD","Population ages 60-64, male","SP.POP.6064.MA","15873","16914","17981","18991","19936","20768","21509","22227","22973","23775","24670","25579","26265","26487","26141","25198","23786","22295","21175","20767","21270","22609","24344","26096","27706","29061","30086","30895","31708","32572","33410","34696","36532","38768","40580","41509","42153","41638","40910","40403","40639","40939","40604","40601","40372","39817","39407","39808","41243","43237","45438","47784","49922","51652","53531","55684","57556","58804","59533","59944","59823","59204","58819","58546","58364",
"Mali","MLI","Population ages 60-64, male","SP.POP.6064.MA","54621","56596","58920","61415","63812","66017","68030","69832","71508","73189","74942","76734","78571","80433","82232","83947","85582","87163","88671","89994","91101","91971","92589","93038","93398","93638","93756","93807","93804","93746","93628","93454","93278","93132","92991","92885","92828","92878","93283","94329","96481","99715","103472","107273","110471","112278","113073","114039","114868","115284","116662","118969","120661","122515","125344","127939","130150","132540","135095","137860","140773","144014","147873","152289","157143",
"Malta","MLT","Population ages 60-64, male","SP.POP.6064.MA","5304","5316","5372","5476","5634","5817","5986","6117","6140","6058","5966","5869","5735","5584","5432","5335","5250","5194","5220","5303","5451","5648","5982","6305","6526","6793","6942","6929","6891","6843","6809","6938","7006","7137","7308","7466","7721","8011","8223","8428","8508","8364","8106","8054","8714","9892","11159","12612","13993","14665","14840","14907","14762","14511","14376","14352","14535","14892","15238","15514","15597","15622","15970","16514","16791",
"Myanmar","MMR","Population ages 60-64, male","SP.POP.6064.MA","234591","241910","250065","258561","266525","273671","280110","285822","291056","296319","302002","307886","313755","319920","327190","335765","345798","357671","370241","381562","391146","398963","404596","409426","415539","423347","432492","443001","454436","465762","476333","486358","496133","505229","512588","517819","521253","523064","523670","523905","524338","525163","526889","530423","536615","545794","557594","570595","582154","602011","633678","668523","706300","747894","784716","813681","841563","869174","896198","922642","947797","971271","995652","1021930","1048766",
