"Data Source","Health Nutrition and Population Statistics",

"Last Updated Date","2026-02-02",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Small states","SST","Population ages 60-64, male","SP.POP.6064.MA","102646","106242","109823","113155","116149","118805","121391","123755","125652","127794","130439","133183","135720","137962","139546","140179","139634","138237","137475","137700","138732","141361","145383","149532","153751","158389","162974","168071","173152","177369","181171","184465","185870","186712","187993","189469","192089","195780","200132","203947","207240","211163","214632","216962","219292","222277","228269","237314","248820","261082","273460","284480","294154","303227","312153","321538","331305","341302","351499","362005","371864","380650","390713","400405","408353",
"Sao Tome and Principe","STP","Population ages 60-64, male","SP.POP.6064.MA","706","704","712","724","741","764","792","821","843","854","863","876","889","904","920","937","957","979","1003","1031","1064","1096","1123","1147","1172","1198","1224","1251","1279","1304","1325","1342","1355","1363","1369","1374","1378","1376","1371","1361","1340","1304","1271","1239","1199","1164","1138","1128","1140","1176","1231","1305","1401","1509","1607","1691","1765","1840","1927","2034","2143","2247","2344","2419","2480",
"Suriname","SUR","Population ages 60-64, male","SP.POP.6064.MA","3396","3534","3504","3272","3095","3045","3072","3149","3273","3434","3617","3798","3866","3811","3730","3638","3543","3451","3370","3318","3297","3320","3393","3491","3598","3698","3771","3815","3856","3905","3946","3987","4035","4072","4104","4260","4512","4727","4917","5111","5337","5610","5940","6284","6421","6354","6281","6227","6251","6420","6729","7129","7578","7999","8335","8627","8928","9266","9691","10226","10828","11434","12087","12786","13420",
"Slovak Republic","SVK","Population ages 60-64, male","SP.POP.6064.MA","76229","81943","85555","88668","91163","92257","92815","94129","96525","99853","102077","103142","104289","104654","104013","100587","92486","81565","70077","64254","67150","76773","89930","103235","110924","112518","112234","110468","108458","106917","106603","106058","105362","104527","102973","101082","98669","96125","94475","94036","94685","96538","98946","101217","103694","105306","106846","111433","118534","125703","134097","144208","152681","158791","164131","168343","170798","172095","172325","171159","169031","166201","162970","161220","161734",
"Slovenia","SVN","Population ages 60-64, male","SP.POP.6064.MA","28596","30776","32556","33767","34489","34721","34844","35117","35606","36334","37161","37585","37687","37527","36768","34933","31827","27987","24216","21781","21747","23774","26919","30510","33054","34422","35770","37393","39161","41071","43637","46126","47644","48381","48783","48510","48124","48173","48147","48375","48844","49290","49891","50721","50882","49389","48294","49052","50309","53042","57842","62586","65599","68392","70616","71782","72826","73300","72825","72455","71559","70560","70892","71922","72797",
"Sweden","SWE","Population ages 60-64, male","SP.POP.6064.MA","188435","192627","197143","200997","205055","208923","212200","216093","220888","226534","231797","235432","237766","239057","238627","236553","233891","231230","228298","225538","228617","235353","238135","239079","239479","234478","225761","219219","214258","209633","205657","202775","200784","198444","196401","195695","196113","198060","202411","209359","216355","222995","232700","246288","262223","279538","296206","308122","313652","313631","309118","301747","293993","287862","282750","279475","279869","281719","282487","283764","285149","285557","287215","292345","301029",
"Eswatini","SWZ","Population ages 60-64, male","SP.POP.6064.MA","2834","2882","2924","2968","3024","3088","3159","3244","3336","3417","3488","3549","3598","3643","3694","3755","3823","3884","3930","3969","3996","4007","3998","3976","3952","3970","4031","4114","4261","4439","4622","4843","5095","5335","5429","5544","5800","6070","6378","6715","7067","7417","7704","7892","7994","8046","8104","8218","8386","8566","8715","8832","9008","9297","9617","9918","10270","10624","10909","11160","11308","11235","11069","10979","10978",
"Sint Maarten (Dutch part)","SXM","Population ages 60-64, male","SP.POP.6064.MA","40","41","41","43","45","45","47","55","65","74","85","94","97","100","103","107","110","115","117","115","113","112","111","115","127","139","149","153","153","156","161","167","175","186","194","205","220","237","258","274","281","297","323","351","387","436","488","545","609","670","716","776","844","902","976","1050","1094","1139","1201","1257","1313","1385","1460","1529","1603",
"Seychelles","SYC","Population ages 60-64, male","SP.POP.6064.MA","569","584","602","622","646","671","692","706","714","714","713","719","741","754","763","766","757","749","744","754","772","802","834","859","881","893","889","905","890","896","911","940","970","1007","1027","1031","1042","1043","1034","1017","993","968","988","984","994","1007","1045","1081","1144","1196","1285","1292","1333","1382","1442","1542","1666","1846","2039","2183","2270","2305","2745","2717","2776",
"Syrian Arab Republic","SYR","Population ages 60-64, male","SP.POP.6064.MA","48724","47953","47220","46527","45864","45227","44563","44180","44446","45707","49002","53444","57190","59875","61662","62442","63130","64883","67612","71138","75007","78899","82667","86779","91319","95817","100257","104562","108651","112332","115442","118218","120894","123451","125759","127749","129598","131580","133719","136118","138988","142273","145865","149669","154002","159342","168056","181357","194434","202936","209000","214361","215374","208635","202976","204330","209597","216500","225219","236747","248008","258727","271713","287313","304169",
"Turks and Caicos Islands","TCA","Population ages 60-64, male","SP.POP.6064.MA","45","44","43","44","47","48","53","60","67","73","76","78","80","80","83","86","90","93","92","92","92","99","108","114","121","124","118","104","88","72","63","69","86","106","124","138","146","147","146","150","155","164","186","215","242","277","319","359","391","426","464","513","572","636","693","733","767","805","858","938","1038","1133","1224","1294","1331",
"Chad","TCD","Population ages 60-64, male","SP.POP.6064.MA","34539","35292","35926","36468","36967","37432","37838","38195","38547","38943","39410","39916","40488","41145","41834","42503","43144","43776","44384","44997","44998","44881","45949","47046","47018","46905","47418","47996","48523","49116","49423","50069","51005","51223","51474","52672","53975","54952","55968","56949","57798","58515","59240","60294","61770","63180","64441","65605","66846","68945","72031","75620","79500","83718","87584","90573","93599","97097","101001","105158","109458","114278","119675","126833","135204",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Population ages 60-64, male","SP.POP.6064.MA","9953663","9932468","10109042","10392226","10693781","10974719","11221197","11413034","11580892","11805858","12075512","12338536","12629368","13013310","13456447","13877022","14270892","14637210","14903816","15102517","15404587","15814120","16250555","16758801","17378046","17988344","18484651","18995896","19615895","20164203","20683957","21311406","21986332","22739353","23549899","24276222","24974795","25640855","26094756","26324602","26536576","26823444","27053788","27211858","27536550","28039159","28727061","29819072","31324424","33075897","35218375","37521489","40066032","42668078","45033356","47201330","48842243","50146073","50929706","50411842","48818554","47087515","46976848","50229429","55296449",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Population ages 60-64, male","SP.POP.6064.MA","3787478","3901929","4025053","4217739","4431683","4621972","4815522","5032899","5189304","5323607","5447426","5549318","5653222","5729912","5759234","5662917","5374443","4953906","4616557","4425318","4356250","4505651","4833759","5214938","5618072","6095253","6671924","7339847","7997862","8579444","8983757","9145373","9115340","8842943","8383890","8091916","8080255","8284236","8683634","9100234","9290045","9159183","8665747","7858482","7038487","6397716","6129614","6346063","6912307","7726894","8616069","9307278","9785031","10183027","10491884","10733016","10985881","11224984","11467828","11702373","11891710","12021494","12015432","11980617","11976683",
"Togo","TGO","Population ages 60-64, male","SP.POP.6064.MA","15361","15455","15572","15728","15971","16349","16876","17533","18264","19003","19701","20341","20928","21478","21995","22480","22938","23382","23835","24321","24878","25513","26211","26949","27718","28488","29259","30066","30899","31730","32556","33393","34251","33949","33977","35395","36657","37768","38796","39874","40994","42146","43352","44681","46178","47814","49712","51794","53857","55757","57749","59910","61995","64139","66450","68692","70828","73103","75501","78062","80711","83468","86530","89923","93484",
"Thailand","THA","Population ages 60-64, male","SP.POP.6064.MA","234960","241626","247324","252397","257419","262674","268029","273418","278950","284782","290989","297693","305110","312945","320524","327858","335091","342375","350273","359631","371050","384239","399073","416081","435729","457696","482075","509225","537862","565498","594440","624903","655496","688186","724103","763601","805633","848303","890633","936186","981758","1013604","1025084","1025367","1025670","1032671","1056466","1103450","1167716","1239319","1312726","1386076","1457093","1523557","1587019","1651034","1717576","1787612","1861224","1935051","2004335","2067276","2123965","2172702","2210373",
"Tajikistan","TJK","Population ages 60-64, male","SP.POP.6064.MA","27620","28586","29268","29695","29851","29727","29440","29075","28662","28311","28042","27909","28003","28141","28293","28388","28166","27619","27019","26634","26815","27684","29135","31332","34475","38045","41972","46636","51473","56102","59525","60824","59997","57695","55454","54432","54857","55614","55768","55175","54883","54870","53526","50708","46986","43212","40502","39708","41098","44305","48581","53274","58463","64080","69814","75857","82359","89643","98069","107595","116501","124330","131780","137953","142403",
"Turkmenistan","TKM","Population ages 60-64, male","SP.POP.6064.MA","19123","19788","20651","21556","22287","22771","22990","22927","22704","22504","22369","22309","22379","22439","22214","21652","20791","19605","18345","17427","17070","17176","17652","18595","20185","22625","26003","29999","33979","37234","39415","40616","40859","40385","39737","39430","39827","41001","42678","44263","45163","44909","43164","40042","36290","33055","31282","31479","33723","37447","41812","46268","50466","54272","57925","61745","65972","70848","76500","82748","89070","94984","100591","105541","109475",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Population ages 60-64, male","SP.POP.6064.MA","2025809","2096615","2166157","2235325","2304153","2371576","2438543","2506122","2574761","2645897","2719436","2793774","2868466","2941440","3009461","3072910","3131676","3187009","3244424","3309695","3386152","3479920","3594322","3724073","3862025","4001352","4140626","4279635","4416395","4548420","4671179","4784539","4892900","4999024","5106281","5218987","5342528","5477838","5624260","5784311","5955337","6133037","6319131","6516500","6726198","6950083","7187852","7444338","7728129","8045851","8387852","8742835","9107286","9472417","9828463","10180975","10541504","10908760","11282275","11659974","12006500","12302921","12618758","12971568","13311280",
"Timor-Leste","TLS","Population ages 60-64, male","SP.POP.6064.MA","3649","3837","4020","4195","4357","4501","4627","4735","4827","4911","4996","5079","5155","5242","5342","5405","5459","5550","5630","5668","5699","5697","5640","5585","5564","5580","5616","5662","5698","5736","5829","5983","6170","6384","6631","6914","7236","7591","7965","7193","6563","7270","7972","8399","8577","9218","10413","11689","12929","14017","14650","14682","14490","14349","14274","14159","13846","13499","13351","13446","13778","14301","14857","15339","15798",
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","Population ages 60-64, male","SP.POP.6064.MA","1579755","1629518","1685666","1745497","1805929","1862527","1910247","1949648","1986618","2024934","2067927","2113134","2160183","2210229","2261054","2317231","2377220","2433242","2489453","2553576","2626220","2708262","2801058","2901987","3003587","3100839","3195886","3288217","3378874","3473653","3572680","3675207","3786676","3903827","4014670","4114499","4206051","4292946","4375101","4452565","4527813","4604267","4687736","4781695","4891049","5027370","5196004","5386416","5586340","5794971","6018182","6261813","6528131","6819815","7127047","7428388","7715340","7986659","8261116","8556563","8850129","9140940","9464883","9812339","10150652",
"Tonga","TON","Population ages 60-64, male","SP.POP.6064.MA","562","581","600","615","629","643","656","669","682","696","711","729","747","769","791","813","834","859","895","936","978","1020","1058","1082","1089","1080","1060","1058","1087","1129","1171","1208","1237","1249","1252","1252","1250","1247","1255","1276","1293","1301","1292","1261","1224","1199","1191","1207","1240","1267","1266","1241","1222","1227","1259","1289","1304","1325","1344","1358","1387","1410","1430","1452","1492",
"South Asia (IDA & IBRD)","TSA","Population ages 60-64, male","SP.POP.6064.MA","5952364","6119370","6233033","6322277","6434615","6580205","6755151","6969852","7204610","7421732","7613095","7757808","7873126","7996956","8134837","8297839","8480051","8683139","8897921","9114137","9328407","9536969","9740750","9945233","10157849","10380318","10612683","10855700","11105331","11354002","11599146","11839676","12075678","12311478","12551217","12796435","13057109","13342844","13638621","13919210","14182718","14432759","14672011","14928910","15237986","15608897","16037012","16506020","17010070","17741904","18726188","19789965","20926728","22111994","23192654","24102253","24970323","25802359","26568484","27250859","27851692","28322623","28839820","29503807","30194607",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Population ages 60-64, male","SP.POP.6064.MA","2056520","2106989","2161586","2218459","2276668","2335952","2395935","2456407","2519120","2584125","2650353","2717089","2784467","2854602","2928484","3007135","3089460","3175573","3272025","3371347","3448243","3523563","3614282","3697904","3779943","3863175","3945246","4035400","4130799","4228898","4330965","4434772","4545006","4665078","4751882","4810648","4872800","4941979","5031759","5135537","5255413","5388056","5526910","5672465","5827695","5993089","6166403","6346355","6517601","6684739","6862453","7049153","7257272","7503345","7763116","8027681","8303409","8603357","8941835","9296304","9645338","9991679","10342961","10694564","11053477",
"Trinidad and Tobago","TTO","Population ages 60-64, male","SP.POP.6064.MA","8995","9414","9849","10246","10563","10787","10940","11030","11082","11136","11263","11469","11717","12006","12304","12592","12871","13132","13369","13579","13714","13732","13652","13499","13317","13181","13097","13029","12980","12946","12945","13014","13135","13285","13445","13571","13667","13788","13972","14254","14668","15219","15906","16749","17754","18110","19316","20678","22133","23579","25192","26869","28395","29813","31308","32739","33785","34464","34802","35352","36228","37225","38572","40049","40921",
"Tunisia","TUN","Population ages 60-64, male","SP.POP.6064.MA","42277","42900","43723","44662","45672","46759","47834","48899","50119","51554","53173","54981","56995","59045","60859","62360","63581","64487","65425","66895","69091","72167","76145","80434","84201","87454","90539","93504","96533","100030","103971","108258","112829","117487","122165","126215","128779","130040","130517","130192","129373","128455","127440","126432","125817","126118","127706","130706","135169","141931","152216","164682","177913","192976","209676","224492","237067","247703","254094","258784","264803","268937","272620","280902","292146",
"Turkiye","TUR","Population ages 60-64, male","SP.POP.6064.MA","315176","329350","343124","356239","368007","378309","388089","397156","404340","409477","412763","414191","414813","416014","418264","422463","429563","439452","451419","464989","478792","492271","506957","523080","539738","556767","574072","591543","609181","626893","644592","662100","679456","696932","714545","736197","761299","785162","807506","828057","846764","863874","879511","893815","907633","922675","941300","958420","999305","1053741","1116623","1185107","1258061","1336651","1411274","1472731","1523234","1557534","1580104","1614852","1657228","1709939","1785084","1873585","1970117",
"Tuvalu","TUV","Population ages 60-64, male","SP.POP.6064.MA","53","57","62","69","73","72","69","66","61","59","59","58","59","60","60","59","60","64","73","83","91","100","110","120","127","134","137","139","141","142","141","140","134","126","120","116","110","107","110","115","118","121","123","119","110","106","106","107","113","123","134","145","150","155","160","164","169","175","177","173","171","172","173","174","176",
"Tanzania","TZA","Population ages 60-64, male","SP.POP.6064.MA","74573","77097","79771","82316","85202","88184","91041","93953","98308","104141","110000","115940","122662","129500","135841","142321","148921","155341","160456","163466","166505","170690","174898","177075","179542","181928","183828","186288","189614","195017","200179","205064","209760","215934","223951","230392","233654","237828","244215","251345","259721","268605","278063","288679","300592","313665","327345","340866","352019","358534","361589","363120","363557","364207","365906","369316","373560","377317","380523","383555","387895","394133","403154","415800","432698",
"Uganda","UGA","Population ages 60-64, male","SP.POP.6064.MA","65908","68701","71630","74748","78067","81558","85179","88902","92703","96509","100248","103658","106588","109364","112031","114537","116931","119130","121054","122521","123475","124190","124850","125435","126079","126832","127608","128440","129224","129775","130015","129958","129667","129034","127889","125630","123118","120798","118650","117075","115672","114547","114006","114067","114951","117190","120914","126572","134792","145648","156732","166474","175307","182745","188610","194757","202651","211440","220595","230454","240724","251474","263094","275624","289392",
"Ukraine","UKR","Population ages 60-64, male","SP.POP.6064.MA","560072","571908","584631","618395","656962","686668","722261","768544","797059","822147","841950","853492","871433","887518","894328","872538","811437","727677","669676","636726","614872","638945","696169","751197","809560","891443","984115","1084833","1160836","1242922","1293831","1301071","1300071","1231748","1093662","1021545","1036017","1085643","1199096","1317788","1382429","1356504","1265120","1111821","961692","837809","744577","735486","768965","842202","954962","1059598","1119023","1163251","1187170","1185092","1199950","1226570","1266248","1315898","1361835","1385650","1314538","1242472","1244112",
"Upper middle income","UMC","Population ages 60-64, male","SP.POP.6064.MA","12844953","12923000","13195679","13597305","14026295","14426216","14796658","15124615","15409383","15743426","16106553","16444945","16808876","17256018","17742699","18172346","18525987","18817062","19046667","19270577","19648683","20222172","20899082","21666897","22556727","23460136","24267884","25114752","26052611","26916619","27693449","28483001","29274480","30053761","30796285","31523715","32358493","33236264","34001910","34569384","35057084","35493897","35768478","35871344","36129541","36606475","37343404","38635779","40484811","42698417","45383543","48238253","51283760","54340730","57077759","59531703","61445363","63026672","64140606","64019752","62813517","61439261","61636487","65211665","70648185",
"Uruguay","URY","Population ages 60-64, male","SP.POP.6064.MA","46704","47856","49148","50472","51641","52606","53373","53890","54283","54838","55626","56663","58016","59434","60438","60905","60786","60002","58919","58167","58004","58396","59403","60856","62368","63739","65068","66279","67248","67996","68544","68910","69114","69226","69326","69412","69451","69381","69177","68865","68457","67983","67481","67025","66703","66577","66660","66974","67377","67769","68289","68960","69751","70836","72315","73874","75419","76997","78506","79885","81258","82499","83664","85115","86584",
"United States","USA","Population ages 60-64, male","SP.POP.6064.MA","3434823","3487312","3518993","3566339","3621565","3655111","3693755","3766279","3839044","3901876","3962442","4036161","4111992","4182914","4259542","4331699","4388307","4450032","4524971","4608218","4695958","4796396","4883681","4943609","4981245","5000129","4989641","4975075","4962281","4939082","4927986","4922281","4895999","4857081","4831819","4822747","4839592","4899744","4991998","5072589","5132728","5244853","5463773","5751507","6061948","6351212","6702483","7120127","7477993","7798997","8143608","8397779","8529025","8682830","8914323","9171270","9420028","9658266","9878407","10060940","10222175","10350883","10468315","10556656","10610477",
"Uzbekistan","UZB","Population ages 60-64, male","SP.POP.6064.MA","136321","137752","137330","135479","132979","130278","127156","123479","119691","116373","113474","111363","110539","110229","109056","106771","103357","98887","94633","92647","94436","99455","106846","117258","131911","150033","172512","200262","229179","252562","267916","274802","272473","264570","257614","254135","253710","257189","262742","265984","265357","262143","256626","249919","244253","240622","238993","239842","244495","252883","270580","296420","323331","350851","378643","401968","421492","442388","464269","488425","515177","543706","573487","601187","624390",
"St. Vincent and the Grenadines","VCT","Population ages 60-64, male","SP.POP.6064.MA","632","671","710","747","783","816","847","877","908","940","970","1000","1026","1051","1076","1097","1115","1124","1123","1117","1105","1095","1095","1103","1115","1131","1149","1176","1206","1230","1247","1256","1254","1259","1274","1295","1317","1338","1355","1370","1382","1387","1393","1396","1406","1441","1500","1579","1670","1752","1816","1872","1932","2000","2086","2197","2326","2464","2598","2716","2808","2869","2927","2997","3053",
"Venezuela, RB","VEN","Population ages 60-64, male","SP.POP.6064.MA","63619","66472","69472","72588","75765","78990","82304","85717","89087","92428","95949","99534","103060","106586","110275","114298","118726","123517","128520","133640","138800","144026","149362","154905","160534","166148","171790","177277","182604","187920","193368","198958","204792","210912","217202","223670","230363","237387","244607","251915","259808","268220","277541","288041","299471","311994","325374","339365","353096","367379","382598","398537","416365","436612","458118","480467","502743","522406","538750","552815","566000","578119","589846","601323","612222",
"British Virgin Islands","VGB","Population ages 60-64, male","SP.POP.6064.MA","79","82","86","91","95","96","95","91","87","85","89","97","106","113","119","124","127","130","136","141","142","141","145","154","162","166","171","173","174","178","181","181","178","170","159","164","178","193","209","231","253","268","288","314","341","371","413","457","486","512","534","544","558","588","616","637","656","682","729","784","847","909","958","1000","1029",
"Virgin Islands (U.S.)","VIR","Population ages 60-64, male","SP.POP.6064.MA","347","323","330","377","389","414","436","458","520","575","612","694","773","882","970","1047","1095","1093","1162","1191","1254","1277","1272","1265","1293","1329","1361","1404","1455","1514","1605","1647","1689","1737","1792","1854","1923","2005","2103","2220","2361","2526","2706","2892","3077","3244","3383","3491","3564","3584","3568","3519","3439","3359","3305","3319","3402","3525","3669","3811","3884","3883","3864","3833","3798",
"Viet Nam","VNM","Population ages 60-64, male","SP.POP.6064.MA","434536","453404","476275","499013","516126","526539","530127","526080","516946","510632","510657","516365","527083","540307","551263","559494","566016","568225","568551","570441","576022","586249","600899","617613","632359","643967","651878","655026","657014","663407","675131","692698","717826","746120","768298","780668","783484","776277","762557","748379","736621","727361","721963","721186","724795","733112","748429","777465","830637","906697","1000093","1084595","1159877","1246631","1346391","1442216","1533900","1632942","1719348","1801375","1895645","1976828","2052358","2149926","2247505",
"Vanuatu","VUT","Population ages 60-64, male","SP.POP.6064.MA","700","695","698","709","720","728","736","739","748","765","781","799","819","840","860","883","905","930","956","1088","1211","1216","1218","1219","1218","1217","1218","1221","1225","1232","1236","1237","1247","1265","1289","1322","1365","1416","1479","1546","1620","1700","1781","1861","1943","2030","2121","2223","2343","2462","2548","2612","2674","2730","2792","2874","2962","3049","3132","3216","3308","3408","3530","3673","3828",
"World","WLD","Population ages 60-64, male","SP.POP.6064.MA","39191110","40091521","41096046","42219932","43363520","44421207","45399900","46414934","47393920","48396691","49398179","50292205","51148283","52070362","52961077","53566128","53726081","53568539","53362167","53493450","54424385","56183270","58339731","60661520","62968942","65024049","66902792","68941901","71147437","73198777","74998140","76611650","78009995","79155117","80139100","81251558","82700239","84424844","86250224","87919637","89361676","90603909","91467693","92074421","92850227","93801200","95783951","99398434","103876466","108986414","114927398","120484100","125601689","130704305","135532166","140122544","144321049","148201880","151605631","153702942","154521771","154810124","156807427","162480540","169936791",
"Samoa","WSM","Population ages 60-64, male","SP.POP.6064.MA","782","819","854","883","906","923","938","951","967","990","1014","1043","1075","1107","1146","1197","1251","1296","1332","1373","1420","1476","1545","1622","1699","1767","1821","1862","1883","1870","1830","1777","1748","1758","1786","1809","1836","1863","1876","1879","1882","1875","1877","1890","1887","1884","1889","1913","1956","2001","2028","2039","2126","2265","2407","2546","2658","2791","2946","3099","3259","3366","3433","3520","3572",
"Kosovo","XKX","Population ages 60-64, male","SP.POP.6064.MA","10397","11006","11538","11934","12314","12752","13308","13971","14645","15143","15318","15361","15375","15244","14993","14686","14410","14206","14112","14141","14310","14595","14968","15492","16206","17074","18072","19203","20310","21494","22932","24254","25194","25829","26320","26828","27476","28243","28093","27111","26750","26862","26700","26322","26006","25781","25604","25458","25329","25149","24940","25139","25849","26800","27910","28997","30152","31404","32560","33571","34589","35583","36564","35989","35090",
"Yemen, Rep.","YEM","Population ages 60-64, male","SP.POP.6064.MA","53759","54619","55305","55842","56496","57359","58339","59444","60665","61985","63335","64701","66128","67600","69133","70744","72427","74179","76005","77932","79971","82124","84383","86758","89270","91914","94553","97297","100224","103212","106296","109476","112776","116204","119675","123142","126644","130274","134024","137717","141372","144921","148145","151182","154401","158157","162654","167604","171682","174108","174320","173255","172951","174543","178784","186059","195408","205401","215885","227061","238234","249264","261574","275558","290845",
"South Africa","ZAF","Population ages 60-64, male","SP.POP.6064.MA","161218","168943","177053","185131","192994","200536","207640","214273","220449","226188","231540","236656","241824","247198","252757","258531","264440","270686","277405","284339","293061","303620","314328","325251","336277","344182","348305","352904","360727","373277","391377","411181","424575","446823","455576","439334","418198","399053","393492","396529","407589","422712","437558","448555","453408","453507","453595","458590","470858","490873","516934","543545","570801","599270","620363","636431","649371","680249","735919","795439","854282","906284","938250","953910","965973",
"Zambia","ZMB","Population ages 60-64, male","SP.POP.6064.MA","25886","26853","27658","28389","29201","30168","31289","32558","33918","35227","36361","37351","38267","39136","40011","40898","41795","42711","43619","44455","45213","45922","46603","47237","47822","48414","49043","49684","50275","50745","51080","51286","51368","51372","51361","51344","51361","51523","51737","51867","51973","52199","52438","52739","53280","54177","55411","56861","58081","59169","61070","63646","66544","70265","74719","79047","83381","88199","93452","99202","105283","111508","118298","125935","134095",
"Zimbabwe","ZWE","Population ages 60-64, male","SP.POP.6064.MA","32726","33329","34016","34744","35438","36071","36665","37226","37780","38381","39975","42452","44780","47060","49491","52575","56578","63041","74107","83575","73018","59278","57213","55928","56975","58730","61204","66945","73721","77132","78779","79830","92011","103983","103370","101140","97751","94074","90594","88108","87123","86835","86790","87275","88376","89894","91032","91885","92412","94867","99902","105053","110575","116852","121151","122422","122455","121497","119788","117542","114864","111899","108545","105184","102600",
