"Data Source","Health Nutrition and Population Statistics",

"Last Updated Date","2026-02-02",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Population ages 60-64, female","SP.POP.6064.FE","10932044","10990117","11264323","11657207","12072688","12472378","12824545","13080958","13289603","13536993","13775564","13951088","14141728","14429268","14784261","15163582","15582961","16002810","16307294","16521514","16805988","17153659","17512433","17956889","18516082","19059249","19483701","19920961","20472909","20963055","21423405","22004990","22660206","23381302","24163763","24916935","25628246","26213843","26533765","26651047","26768070","27019339","27339376","27658596","28128537","28780816","29611482","30749599","32326900","34294191","36771622","39488691","42529966","45598087","48283858","50609267","52289564","53584348","54313490","53714498","52030520","50215518","50028205","53283959","58459105",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Population ages 60-64, female","SP.POP.6064.FE","6165752","6497425","6783045","7139200","7461801","7649534","7785732","7995292","8160368","8351778","8565039","8793190","9067411","9282540","9422238","9360437","8943177","8243187","7677607","7338596","7159907","7358675","7909067","8597764","9258747","9948384","10642575","11223900","11633725","11918374","12018392","11910498","11719875","11342120","10749377","10368145","10360931","10643745","11208793","11869455","12252771","12204226","11626284","10553314","9400726","8461806","8001500","8203440","8913508","9996050","11180086","12077644","12684858","13194413","13566349","13822291","14085585","14308483","14523526","14736317","14886066","14964811","14849674","14676484","14562883",
"Togo","TGO","Population ages 60-64, female","SP.POP.6064.FE","17764","17913","18088","18307","18625","19102","19751","20551","21447","22365","23240","24062","24842","25568","26206","26751","27205","27570","27906","28310","28837","29498","30282","31142","32021","32877","33716","34576","35458","36344","37231","38124","39024","38589","38531","40054","41413","42615","43709","44814","45917","47017","48136","49367","50801","52435","54421","56650","58842","60856","63009","65309","67490","69761","72217","74557","76733","79047","81479","84063","86789","89620","92702","96118","99698",
"Thailand","THA","Population ages 60-64, female","SP.POP.6064.FE","255986","264568","271498","277541","284273","292169","301086","311172","321697","331348","339823","347241","353536","359306","365569","372816","381084","390772","401804","413727","426745","440800","455676","472317","492169","515460","542093","572312","605034","638047","672753","709402","746696","785763","827240","871751","918524","961950","1000187","1042498","1087336","1119641","1134729","1139931","1141929","1149005","1174129","1222182","1288054","1365650","1449536","1535090","1619260","1700019","1778032","1856092","1935865","2017699","2101323","2184690","2264061","2337691","2405059","2465787","2518377",
"Tajikistan","TJK","Population ages 60-64, female","SP.POP.6064.FE","29769","31628","33067","34147","34928","35419","35706","35883","36017","36297","36783","37536","38680","39891","40954","41699","41710","40888","39723","38842","38715","39644","41703","44714","48157","51854","55645","59379","62922","65495","67213","68433","68168","66625","64869","63437","63155","63122","62332","60778","59601","58631","56057","51887","47007","42782","40493","41009","44485","50175","56922","63902","70421","76295","81977","87826","94105","101206","109485","118845","128698","138424","147501","155173","161023",
"Turkmenistan","TKM","Population ages 60-64, female","SP.POP.6064.FE","21862","23328","24967","26612","28023","29171","29967","30317","30490","30890","31573","32631","34163","35696","36484","36327","35212","33054","30475","28523","27639","27720","28788","30635","32827","35489","38742","42123","45274","47663","49105","49780","49619","48717","47527","46702","46781","47988","50095","52437","54169","54436","52724","49248","45033","41541","39981","40996","44662","50259","56693","63197","69271","74648","79541","84368","89516","95444","102496","110549","119002","127147","134374","140123","144432",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Population ages 60-64, female","SP.POP.6064.FE","2083290","2159833","2233693","2306214","2379278","2452949","2527941","2606412","2689935","2779929","2875401","2974406","3075853","3175790","3267829","3349968","3422421","3487787","3553712","3628940","3720104","3832994","3970353","4127357","4295766","4467645","4640954","4814742","4985460","5147307","5296174","5433169","5560082","5677356","5787489","5895612","6006992","6123759","6249774","6389672","6541607","6705170","6884698","7082049","7298333","7537416","7807743","8113633","8454544","8834664","9243518","9658955","10074220","10489432","10894574","11294213","11702794","12119152","12542014","12971381","13386009","13762544","14141962","14541310","14921451",
"Timor-Leste","TLS","Population ages 60-64, female","SP.POP.6064.FE","4796","5049","5290","5479","5571","5564","5447","5216","4948","4756","4682","4713","4851","5068","5304","5531","5783","6064","6329","6549","6763","6864","6802","6702","6609","6529","6451","6369","6255","6089","5924","5959","6169","6386","6616","6859","7122","7414","7732","6978","6393","7129","7896","8424","8722","9503","10882","12377","13832","15083","15786","15791","15532","15297","15077","14748","14153","13526","13181","13186","13538","14163","14786","15241","15609",
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","Population ages 60-64, female","SP.POP.6064.FE","1533336","1575772","1618137","1663105","1711454","1759319","1802621","1841821","1879335","1916421","1955202","1994015","2030553","2067008","2107108","2157934","2218623","2281070","2347393","2422314","2505008","2594323","2693990","2803087","2913141","3018243","3118233","3214000","3308144","3406938","3507771","3612390","3730313","3856338","3976710","4085516","4185869","4281890","4371736","4453071","4528845","4607446","4698836","4804308","4932105","5096972","5295969","5512851","5736024","5959605","6192825","6447575","6727121","7041886","7383241","7715117","8028596","8327682","8625141","8940421","9263822","9587857","9940446","10318825","10683904",
"Tonga","TON","Population ages 60-64, female","SP.POP.6064.FE","552","573","592","610","625","637","649","656","659","661","665","670","679","694","716","747","785","820","850","883","919","954","984","1005","1013","1023","1040","1068","1109","1155","1196","1233","1262","1275","1278","1273","1259","1255","1270","1297","1327","1357","1370","1359","1344","1334","1325","1336","1366","1393","1400","1370","1361","1381","1405","1432","1438","1437","1455","1490","1536","1579","1621","1650","1647",
"South Asia (IDA & IBRD)","TSA","Population ages 60-64, female","SP.POP.6064.FE","5663953","5796265","5850528","5873139","5936462","6060967","6241271","6482447","6754990","7007858","7219834","7389239","7524636","7649007","7780862","7931170","8095469","8274364","8463153","8654385","8846156","9038782","9233744","9435419","9650223","9881670","10128589","10389294","10664339","10955107","11260264","11577317","11907273","12246625","12584366","12913330","13245124","13589561","13929255","14233088","14499838","14740807","14961967","15195608","15488668","15859800","16302078","16797074","17298688","17971027","18875665","19861989","20921144","22062366","23155105","24092125","24983245","25792163","26490955","27105453","27660729","28108269","28633697","29338550","30077171",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Population ages 60-64, female","SP.POP.6064.FE","2336298","2387685","2440496","2494214","2550249","2609377","2670886","2734944","2802748","2873379","2946076","3019550","3093243","3171047","3252382","3336100","3423236","3513370","3611500","3714945","3809099","3909465","4024017","4134276","4243037","4345705","4441041","4544148","4653039","4767421","4890187","5011065","5149284","5265543","5379663","5519541","5655241","5781705","5891268","6009219","6136067","6266847","6396112","6525146","6662545","6813653","6976588","7151058","7329988","7521701","7742467","7987323","8261217","8575784","8905385","9233718","9568125","9925670","10316792","10722251","11124505","11516415","11904099","12289812","12673735",
"Trinidad and Tobago","TTO","Population ages 60-64, female","SP.POP.6064.FE","8758","9140","9639","10159","10671","11146","11560","11892","12135","12287","12316","12298","12343","12452","12613","12820","13054","13304","13565","13821","14085","14329","14513","14647","14767","14919","15113","15312","15511","15689","15811","15887","15956","16041","16135","16213","16286","16383","16527","16752","17118","17672","18403","19286","20340","20634","21853","23225","24727","26265","28019","29840","31534","33255","35154","36903","38207","39151","39455","39868","40799","41755","42714","43563","43893",
"Tunisia","TUN","Population ages 60-64, female","SP.POP.6064.FE","46545","46231","45920","45608","45427","45452","45708","46300","47316","48742","50513","52541","54753","57014","59116","61009","62720","64224","65575","66929","68469","70552","73415","76450","79021","81478","84215","87110","90333","94280","98943","104126","109449","114979","121047","126564","130032","131826","132842","132885","132260","131807","131636","131638","132217","133956","136911","140899","145896","152613","161896","172367","183167","195813","211036","226008","239780","251416","258868","264725","271222","276353","282741","294334","308698",
"Turkiye","TUR","Population ages 60-64, female","SP.POP.6064.FE","352325","362927","373559","383168","391416","398419","404202","408876","412555","415247","417607","420766","424593","428464","432780","438373","446333","456808","469351","483765","499643","516223","533773","552635","572331","592791","613958","635801","658419","681786","705820","730357","755175","780020","804423","830301","855536","876644","895632","914381","933938","954579","975399","994791","1012289","1029265","1048230","1063569","1100344","1150634","1214775","1288566","1366440","1446398","1519044","1576459","1623091","1652881","1670257","1695872","1727563","1776386","1857384","1957770","2067724",
"Tuvalu","TUV","Population ages 60-64, female","SP.POP.6064.FE","65","66","68","70","71","73","75","75","76","76","77","79","79","80","83","88","92","99","107","115","116","117","123","130","139","145","149","152","153","153","155","155","156","155","150","145","138","134","136","142","148","156","162","158","147","136","125","125","137","155","172","184","193","194","192","193","198","205","218","230","233","233","238","247","250",
"Tanzania","TZA","Population ages 60-64, female","SP.POP.6064.FE","87154","89783","92532","95251","98242","101354","104449","107667","111867","117038","122286","127633","133468","139407","145098","150916","156867","162783","167979","171937","176032","181044","186264","190312","194521","198572","202117","205745","209725","214900","219820","224456","228806","233425","238358","242303","244774","247527","251226","255496","260973","267828","276386","287298","301067","317805","337209","358650","379431","396425","410851","424988","439029","454252","471959","490766","508027","522629","534262","542732","548773","552374","554483","557180","562076",
"Uganda","UGA","Population ages 60-64, female","SP.POP.6064.FE","56199","58774","61424","64206","67145","70250","73539","77043","80794","84780","88960","93176","97294","101438","105666","109915","114127","118239","122216","125886","129209","132392","135536","138627","141715","144808","147836","150735","153407","155805","157850","159513","160806","161585","161633","160419","158603","156523","154150","151830","149328","146823","144681","143031","142503","143906","147346","153307","162627","175350","189844","204234","217647","229410","239066","247582","256752","266873","277474","288889","300941","313330","326211","339739","354002",
"Ukraine","UKR","Population ages 60-64, female","SP.POP.6064.FE","1001349","1063161","1106849","1178130","1243820","1264977","1291695","1354416","1393929","1439414","1481229","1525120","1594252","1648077","1683396","1670709","1566112","1398526","1281465","1210240","1157617","1198720","1317800","1448129","1555917","1666394","1766290","1832780","1848949","1868530","1841119","1772400","1726520","1622465","1441103","1354297","1384863","1465706","1632866","1828811","1963278","1968903","1865670","1665973","1455887","1270114","1128402","1101075","1137155","1223872","1366653","1504290","1576494","1638784","1676605","1672102","1690036","1713070","1735074","1769355","1792231","1790315","1664454","1537565","1519851",
"Upper middle income","UMC","Population ages 60-64, female","SP.POP.6064.FE","14502026","14732924","15147888","15702583","16271576","16774518","17233261","17640303","17981920","18376091","18758204","19077470","19434284","19862497","20318857","20726480","21058756","21310721","21515899","21718086","22060987","22622247","23332553","24174306","25117211","26035441","26812709","27561609","28359338","29082047","29703638","30353655","31082882","31766248","32433345","33214822","34112400","34960839","35636038","36162941","36610683","37015214","37328659","37496498","37789485","38318926","39150848","40516280","42505576","45004020","48109051","51464115","55056487","58640121","61769624","64439141","66453364","68071816","69145525","68944475","67656961","66231543","66366291","69969851","75590761",
"Uruguay","URY","Population ages 60-64, female","SP.POP.6064.FE","47452","48510","49686","50894","52005","53009","53882","54531","55140","56099","57468","59308","61741","64343","66314","67415","67568","66635","65177","64185","64077","64742","66265","68434","70663","72647","74448","76058","77418","78497","79302","79818","80032","80017","79910","79761","79575","79367","79100","78763","78382","77974","77560","77210","77003","77026","77313","77873","78432","78749","79093","79647","80370","81503","83196","84979","86648","88233","89617","90780","91887","92910","93905","95117","96328",
"United States","USA","Population ages 60-64, female","SP.POP.6064.FE","3784407","3869632","3928469","3994968","4072070","4122038","4177857","4280856","4385916","4477753","4562461","4649094","4737615","4824808","4916247","5015736","5102010","5175220","5261183","5362281","5449648","5557119","5667199","5737712","5777900","5810104","5800077","5757056","5707976","5640897","5565247","5502711","5444007","5375057","5331458","5318535","5317117","5339955","5406815","5498961","5596457","5740996","5984973","6285001","6561036","6785883","7098891","7507033","7873976","8221350","8598548","8869360","9004578","9154486","9369568","9621942","9876061","10092259","10269421","10401701","10502386","10569561","10647385","10710434","10747289",
"Uzbekistan","UZB","Population ages 60-64, female","SP.POP.6064.FE","174560","183512","191589","197486","199461","197286","190468","178577","164536","152843","144957","141013","141985","145821","148515","148925","147204","143178","138814","137676","141396","149731","162474","178463","195745","212909","230421","248520","265939","280847","292816","301455","305973","307972","310610","314594","320730","329532","337909","340913","336935","327026","312037","294324","277862","265494","257714","255897","261363","275778","302763","337156","371545","405458","436500","460488","481071","503288","526796","553006","581820","611840","642781","671732","695482",
"St. Vincent and the Grenadines","VCT","Population ages 60-64, female","SP.POP.6064.FE","1074","1102","1125","1145","1163","1182","1197","1210","1225","1238","1253","1270","1291","1314","1336","1357","1367","1365","1358","1344","1329","1326","1331","1340","1363","1389","1410","1434","1452","1451","1442","1426","1404","1393","1395","1403","1420","1443","1456","1462","1460","1442","1417","1395","1386","1395","1420","1463","1531","1614","1689","1751","1806","1865","1922","1996","2105","2238","2361","2470","2576","2666","2734","2803","2871",
"Venezuela, RB","VEN","Population ages 60-64, female","SP.POP.6064.FE","60765","63392","66149","69049","72105","75325","78747","82422","86196","89990","93959","98065","102234","106574","111112","115919","121119","126662","132494","138543","144717","150985","157423","164122","171009","178005","185119","192389","199752","207133","214545","222018","229567","237081","244375","251511","258633","265822","273290","281016","289224","298173","308225","319437","331707","345109","359401","374532","389739","405594","422542","440684","461010","483882","508256","533549","558711","581438","601152","618432","634722","649767","663543","676404","688499",
"British Virgin Islands","VGB","Population ages 60-64, female","SP.POP.6064.FE","91","93","96","100","104","108","111","112","110","107","105","107","113","118","125","130","134","137","139","141","142","141","140","139","137","136","139","141","144","152","159","156","153","157","161","167","172","179","192","205","221","242","263","286","312","338","365","398","435","469","495","528","569","607","649","697","733","766","820","869","907","955","1007","1053","1091",
"Virgin Islands (U.S.)","VIR","Population ages 60-64, female","SP.POP.6064.FE","458","449","434","470","460","475","494","518","587","641","672","752","821","918","999","1072","1116","1108","1174","1204","1291","1350","1403","1459","1500","1523","1536","1550","1568","1591","1660","1703","1769","1844","1932","2031","2120","2199","2277","2364","2475","2610","2766","2942","3121","3295","3462","3620","3760","3863","3919","3929","3905","3869","3839","3841","3876","3933","4003","4077","4138","4194","4256","4313","4351",
"Viet Nam","VNM","Population ages 60-64, female","SP.POP.6064.FE","492872","512721","536984","561586","580513","592514","597262","593750","585551","580883","583046","591922","607519","626471","642787","655358","664502","668010","669453","674192","684834","702372","727023","755015","780099","800574","815885","824203","829858","840637","858151","882834","916461","953145","981223","996463","999776","990616","973608","957351","946044","939369","938584","944235","955471","972480","989823","1009113","1053457","1140132","1255575","1359137","1454713","1554740","1654467","1755329","1868082","1992549","2111906","2236867","2362315","2456804","2534139","2617583","2681954",
"Vanuatu","VUT","Population ages 60-64, female","SP.POP.6064.FE","370","371","381","400","421","444","465","482","494","503","515","529","547","568","593","619","645","669","692","674","646","646","647","651","657","665","677","689","701","713","713","701","690","681","674","673","678","695","727","774","842","927","1019","1118","1225","1340","1463","1594","1746","1919","2072","2204","2350","2500","2651","2807","2961","3138","3337","3518","3671","3797","3913","4020","4120",
"World","WLD","Population ages 60-64, female","SP.POP.6064.FE","45178003","46254985","47372264","48641391","49940718","51080178","52157276","53373494","54592873","55880621","57131239","58245557","59305924","60380916","61394094","62049762","62090674","61630590","61133105","61087959","61990661","63980391","66580067","69416776","72082831","74278564","76065799","77719486","79358299","80849410","82129874","83333398","84556300","85588089","86475126","87643824","89190216","90942942","92768736","94544184","96068142","97314731","98128559","98579346","99093494","99814965","101724115","105426462","110208441","115884625","122556221","128817348","134626659","140403384","145763867","150682469","155075131","158992498","162305863","164281961","165004865","165269423","167185643","172815753","180357503",
"Samoa","WSM","Population ages 60-64, female","SP.POP.6064.FE","810","848","887","921","947","965","974","977","976","975","974","977","991","1015","1063","1127","1191","1240","1280","1331","1391","1449","1483","1500","1532","1576","1625","1677","1726","1761","1777","1778","1776","1780","1791","1805","1828","1856","1883","1907","1929","1916","1902","1930","1957","1982","1992","2001","2034","2076","2106","2095","2157","2273","2368","2453","2568","2699","2816","2979","3148","3252","3366","3533","3598",
"Kosovo","XKX","Population ages 60-64, female","SP.POP.6064.FE","11725","12386","12999","13400","13684","13938","14134","14320","14542","14812","15109","15443","15758","15965","16081","16127","16133","16112","16094","16125","16265","16522","16898","17461","18240","19169","20207","21333","22305","23219","24369","25678","26932","27962","28824","29612","30353","31064","31051","30391","30181","30306","29991","29299","28731","28315","28014","27835","27781","27811","27939","28488","29413","30401","31447","32419","33428","34558","35666","36736","37972","39343","40787","40520","39857",
"Yemen, Rep.","YEM","Population ages 60-64, female","SP.POP.6064.FE","61750","62795","63777","64704","65725","66905","68197","69602","71110","72716","74367","76042","77783","79593","81485","83463","85530","87687","89939","92275","94698","97214","99808","102499","105320","108264","111315","114478","117722","121034","124432","127932","131555","135280","139051","142808","146618","150601","154697","158680","162566","166278","169607","172757","176163","180157","185024","190530","195051","197520","197804","196884","196455","198004","202492","210023","219540","229785","240731","252494","264566","276660","289653","303986","319464",
"South Africa","ZAF","Population ages 60-64, female","SP.POP.6064.FE","162795","170575","179248","188259","197317","206357","215148","223621","231818","239612","246915","253161","258703","264391","270187","276090","282030","288461","295543","302811","314845","332455","351546","371764","391962","403340","404802","406336","412476","425285","445644","467802","494923","495511","515028","562964","597752","619831","620319","625532","634664","642932","647457","647401","641254","631244","623593","623856","634905","658077","691456","728161","767133","807519","839932","865940","891677","934020","995250","1058776","1119803","1171709","1208357","1234175","1256494",
"Zambia","ZMB","Population ages 60-64, female","SP.POP.6064.FE","28554","29857","31133","32365","33541","34674","35758","36766","37743","38768","39839","40968","42202","43510","44820","46115","47400","48654","49918","51285","52765","54358","56105","57884","59496","60895","62088","63033","63794","64505","65213","65912","66634","67342","67931","68366","68683","68949","69178","69385","69669","70107","70686","71475","72517","73824","75387","77074","78565","80353","83413","87339","91626","96616","101891","106600","111146","116108","121485","127356","133673","140211","147270","155098","163385",
"Zimbabwe","ZWE","Population ages 60-64, female","SP.POP.6064.FE","38861","39652","40471","41301","42106","42876","43628","44378","45140","45949","47333","49181","50883","52598","54608","57180","60506","65444","72850","78894","73598","66300","64940","64100","65149","67043","69838","76048","83273","87005","88843","90036","101992","113364","112106","109222","105199","101136","97815","96171","96502","97551","98816","100772","103449","106377","108374","109734","110654","113976","120606","127603","135641","145204","152600","156472","158987","160102","159758","158083","155307","151575","146765","141651","137351",
